iter	Passed	Remaining
851	52349	562079
852	52410	562015
853	52474	561979
854	52538	561947
855	52604	561935
856	52682	562047
857	52759	562148
858	52822	562112
859	52892	562140
860	52956	562104
861	53020	562069
862	53084	562032
863	53156	562083
864	53237	562229
865	53316	562345
866	53391	562431
867	53454	562385
868	53521	562376
869	53586	562351
870	53649	562303
871	53676	561876
872	53743	561876
873	53826	562039
874	53895	562055
875	53955	561976
876	53980	561533
877	54044	561496
878	54104	561418
879	54170	561405
880	54240	561425
881	54307	561423
882	54374	561419
883	54439	561388
884	54503	561358
885	54572	561366
886	54642	561396
887	54716	561458
888	54788	561504
889	54858	561526
890	54985	562132
891	55067	562278
892	55153	562470
893	55234	562604
894	55328	562862
895	55462	563542
896	55595	564196
897	55685	564416
898	55761	564496
899	55841	564615
900	55915	564675
901	55974	564585
902	56036	564523
903	56106	564539
904	56178	564579
905	56246	564573
906	56308	564514
907	56374	564494
908	56444	564512
909	56496	564342
910	56572	564417
911	56639	564403
912	56705	564380
913	56771	564362
914	56847	564435
915	56907	564357
916	56973	564327
917	57036	564278
918	57108	564309
919	57166	564210
920	57238	564248
921	57310	564274
922	57384	564331
923	57453	564336
924	57520	564323
925	57583	564266
926	57621	563974
927	57685	563923
928	57754	563925
929	57815	563854
930	57873	563753
931	57938	563721
932	57996	563616
933	58015	563135
934	58078	563080
935	58142	563035
936	58204	562971
937	58268	562934
938	58288	562459
939	58352	562423
940	58429	562499
941	58495	562475
942	58558	562426
943	58621	562366
944	58682	562298
945	58726	562063
946	58787	561989
947	58848	561911
948	58917	561916
949	58979	561861
950	59045	561830
951	59117	561865
952	59178	561795
953	59243	561760
954	59310	561739
955	59375	561711
956	59447	561734
957	59517	561751
958	59588	561768
959	59655	561758
960	59723	561747
961	59794	561773
962	59858	561725
963	59935	561804
964	59993	561702
965	60061	561693
966	60140	561786
967	60216	561854
968	60268	561700
969	60340	561728
970	60414	561776
971	60488	561821
972	60556	561816
973	60626	561824
974	60705	561912
975	60766	561837
976	60784	561366
977	60844	561283
978	60914	561299
979	60974	561216
980	61044	561222
981	61120	561288
982	61180	561209
983	61211	560852
984	61264	560714
985	61314	560537
986	61386	560560
987	61451	560525
988	61516	560487
989	61582	560464
990	61644	560402
991	61713	560396
992	61779	560369
993	61839	560286
994	61896	560181
995	61959	560120
996	61978	559670
997	62042	559622
998	62109	559606
999	62151	559363
1000	62215	559316
1001	62270	559188
1002	62340	559195
1003	62407	559180
1004	62472	559141
1005	62533	559075
1006	62618	559215
1007	62685	559192
1008	62752	559173
1009	62811	559083
1010	62873	559019
1011	62905	558693
1012	62963	558593
1013	63020	558484
1014	63079	558396
1015	63147	558387
1016	63172	557996
1017	63239	557976
1018	63318	558056
1019	63384	558029
1020	63448	557987
1021	63510	557921
1022	63567	557814
1023	63630	557763
1024	63693	557703
1025	63748	557579
1026	63813	557544
1027	63878	557503
1028	63937	557420
1029	64004	557399
1030	64072	557390
1031	64136	557341
1032	64194	557240
1033	64253	557157
1034	64325	557179
1035	64389	557132
1036	64456	557108
1037	64515	557018
1038	64576	556951
1039	64641	556914
1040	64703	556850
1041	64765	556783
1042	64833	556769
1043	64896	556714
1044	64965	556714
1045	65027	556653
1046	65102	556695
1047	65164	556637
1048	65229	556598
1049	65298	556588
1050	65368	556597
1051	65429	556520
1052	65493	556481
1053	65558	556436
1054	65583	556061
1055	65633	555892
1056	65695	555829
1057	65757	555767
1058	65822	555732
1059	65884	555667
1060	65949	555625
1061	66015	555600
1062	66077	555533
1063	66125	555355
1064	66189	555312
1065	66253	555263
1066	66316	555204
1067	66383	555182
1068	66452	555183
1069	66482	554853
1070	66539	554743
1071	66602	554688
1072	66666	554641
1073	66732	554614
1074	66797	554572
1075	66861	554531
1076	66923	554466
1077	66984	554395
1078	67062	554464
1079	67120	554365
1080	67184	554316
1081	67246	554254
1082	67313	554231
1083	67375	554169
1084	67458	554282
1085	67487	553941
1086	67535	553763
1087	67597	553704
1088	67659	553643
1089	67725	553605
1090	67786	553534
1091	67847	553466
1092	67910	553412
1093	67969	553324
1094	68032	553267
1095	68099	553245
1096	68164	553210
1097	68230	553178
1098	68291	553107
1099	68354	553047
1100	68428	553084
1101	68493	553047
1102	68554	552969
1103	68624	552973
1104	68686	552910
1105	68750	552865
1106	68812	552801
1107	68877	552764
1108	68951	552796
1109	69018	552771
1110	69084	552739
1111	69149	552697
1112	69212	552641
1113	69271	552559
1114	69336	552515
1115	69393	552409
1116	69464	552416
1117	69527	552365
1118	69596	552353
1119	69634	552100
1120	69689	551984
1121	69766	552035
1122	69837	552048
1123	69913	552092
1124	69985	552109
1125	70053	552089
1126	70134	552173
1127	70200	552143
1128	70261	552075
1129	70339	552136
1130	70408	552121
1131	70481	552144
1132	70550	552133
1133	70616	552101
1134	70684	552085
1135	70756	552096
1136	70823	552077
1137	70891	552053
1138	70932	551831
1139	70996	551777
1140	71046	551619
1141	71119	551643
1142	71187	551628
1143	71251	551572
1144	71324	551597
1145	71394	551595
1146	71468	551621
1147	71547	551689
1148	71634	551815
1149	71704	551813
1150	71766	551749
1151	71836	551742
1152	71898	551676
1153	71974	551717
1154	72038	551671
1155	72112	551696
1156	72183	551704
1157	72247	551649
1158	72321	551675
1159	72393	551690
1160	72465	551695
1161	72547	551783
1162	72616	551774
1163	72684	551749
1164	72752	551735
1165	72836	551835
1166	72921	551938
1167	73003	552023
1168	73078	552056
1169	73157	552121
1170	73240	552214
1171	73331	552362
1172	73412	552439
1173	73481	552422
1174	73554	552444
1175	73633	552502
1176	73723	552644
1177	73783	552565
1178	73858	552589
1179	73923	552544
1180	73984	552470
1181	74045	552397
1182	74099	552268
1183	74162	552212
1184	74241	552270
1185	74325	552363
1186	74442	552703
1187	74532	552844
1188	74604	552854
1189	74677	552862
1190	74737	552784
1191	74797	552700
1192	74866	552680
1193	74932	552642
1194	74997	552595
1195	75079	552673
1196	75145	552638
1197	75219	552655
1198	75288	552638
1199	75359	552633
1200	75425	552598
1201	75500	552621
1202	75558	552522
1203	75621	552462
1204	75683	552395
1205	75749	552358
