iter	F1	Logloss
79	0.8331242158	0.07807748269
80	0.8331242158	0.07715837749
81	0.8331242158	0.07638294284
82	0.8331242158	0.07575343737
83	0.8338557994	0.07504136881
84	0.8328115216	0.07446605337
85	0.8320802005	0.07396134575
86	0.8333333333	0.07343152745
87	0.832290363	0.07291748562
88	0.8320802005	0.07232746832
89	0.8328115216	0.07186051818
90	0.8315591735	0.07136665798
91	0.8330206379	0.07093621732
92	0.8330206379	0.07031293048
93	0.832290363	0.06991199643
94	0.832290363	0.06954221615
95	0.8328115216	0.0690614158
96	0.8328115216	0.06875954987
97	0.8328115216	0.06851656799
98	0.8328115216	0.06812714887
99	0.8328115216	0.06773937918
100	0.8328115216	0.06750391938
101	0.8328115216	0.06711891669
102	0.8328115216	0.06674381876
103	0.8328115216	0.06633184856
104	0.8328115216	0.06591947836
105	0.8328115216	0.06558228179
106	0.8328115216	0.06518771143
107	0.8328115216	0.06496435869
108	0.8328115216	0.06462580764
109	0.8328115216	0.06427086179
110	0.8328115216	0.06385397962
111	0.832290363	0.0635399647
112	0.834478451	0.06320618527
113	0.83375	0.06290332523
114	0.83375	0.06263688429
115	0.834478451	0.06228384538
116	0.8359326263	0.06203668671
117	0.8354114713	0.06171572506
118	0.8354114713	0.06153722059
119	0.8363410081	0.06135894957
120	0.8348909657	0.06119987408
121	0.8370646766	0.06095825759
122	0.8356164384	0.06074219278
123	0.8375855632	0.06045692995
124	0.8375855632	0.06018058201
125	0.8375855632	0.06003563068
126	0.8361370717	0.05989132116
127	0.8366583541	0.05972502937
128	0.8373831776	0.05952022324
129	0.8373831776	0.05939004961
130	0.837180287	0.05922571891
131	0.837180287	0.05905426053
132	0.837180287	0.05890301295
133	0.837180287	0.05874174438
134	0.837180287	0.05859260676
135	0.837180287	0.05842958828
136	0.837180287	0.05830021311
137	0.837180287	0.05818865981
138	0.837180287	0.05799813716
139	0.837180287	0.05786945088
140	0.8379052369	0.05773752128
141	0.8379052369	0.05761047882
142	0.8373831776	0.0574483951
143	0.8366583541	0.05735621033
144	0.8368617684	0.05718173763
145	0.8370646766	0.05705837017
146	0.8370646766	0.05691681348
147	0.8370646766	0.05681733814
148	0.8370646766	0.05669692636
149	0.8375855632	0.05657523921
150	0.8368617684	0.05647574876
151	0.8368617684	0.05636587259
152	0.8361370717	0.05615474739
153	0.8361370717	0.05603517081
154	0.8368617684	0.0559280124
155	0.8368617684	0.055815979
156	0.8368617684	0.05569858247
157	0.8375855632	0.05555906509
158	0.8368617684	0.05546163896
159	0.8383084577	0.05529854668
160	0.8383084577	0.05517474856
161	0.8375855632	0.05508543388
162	0.8368617684	0.05498247716
163	0.8375855632	0.0548301018
164	0.8375855632	0.05474591941
165	0.8383084577	0.05463838646
166	0.8383084577	0.05451982114
167	0.8383084577	0.05438723825
168	0.8383084577	0.05429259293
169	0.8383084577	0.05420249911
170	0.8395522388	0.05403829979
171	0.8402734618	0.05394418545
172	0.8402734618	0.05389101342
173	0.8395522388	0.05377221417
174	0.8402734618	0.05364494544
175	0.8402734618	0.05352551595
176	0.8409937888	0.05339865186
177	0.8409937888	0.05328876019
178	0.8409937888	0.05322666347
179	0.8409937888	0.05313647859
180	0.8409937888	0.05301468539
181	0.8417132216	0.05291967992
182	0.8417132216	0.05284415856
183	0.8417132216	0.05274690552
184	0.8422360248	0.0526858398
185	0.8427594779	0.05262967156
186	0.8427594779	0.0525995704
187	0.8427594779	0.05254505967
188	0.8422360248	0.05242988161
189	0.8415164699	0.05236911349
190	0.842039801	0.05231892873
191	0.842039801	0.05228290345
192	0.842039801	0.05220134072
193	0.8427594779	0.05208789739
194	0.8427594779	0.05203695402
195	0.8441961515	0.05194236815
196	0.8449131514	0.05186864628
197	0.8441961515	0.0518169594
198	0.8449131514	0.0517441989
199	0.8470588235	0.05167737919
200	0.8463444857	0.05159182387
201	0.8477722772	0.05152760937
202	0.8470588235	0.05148080224
203	0.8477722772	0.05139696831
204	0.8470588235	0.05132943816
205	0.8470588235	0.05131374563
206	0.8470588235	0.05123269078
207	0.8470588235	0.05117179869
208	0.8477722772	0.05113647928
209	0.8477722772	0.05108589801
210	0.8482972136	0.05097767232
211	0.8482972136	0.05093397865
212	0.8488228005	0.05087806114
213	0.849009901	0.05081749811
214	0.8495356037	0.05074896849
215	0.8495356037	0.05069443842
216	0.8495356037	0.05065037841
217	0.8495356037	0.05060128283
218	0.8495356037	0.05056439659
219	0.8495356037	0.05049017922
220	0.8495356037	0.05043014142
221	0.8495356037	0.05038520688
222	0.8495356037	0.05031739892
223	0.8495356037	0.05023279631
224	0.8509585652	0.05018345504
225	0.8509585652	0.05015619376
226	0.8509585652	0.05007255782
227	0.8502475248	0.05003000501
228	0.8509585652	0.04998603683
229	0.8497217069	0.04993591957
230	0.8504326329	0.04989862029
231	0.8504326329	0.04982978027
232	0.8504326329	0.04977869036
233	0.8509585652	0.04974610011
234	0.8509585652	0.04969768439
235	0.8509585652	0.04969210175
236	0.8516687268	0.04961872981
237	0.8516687268	0.04961870265
238	0.8523780111	0.04958938548
239	0.8530864198	0.04955139158
240	0.8530864198	0.04949317722
241	0.8530864198	0.04945117179
242	0.8530864198	0.04939249615
243	0.8530864198	0.04935728174
244	0.8530864198	0.04931860091
245	0.8530864198	0.04927588999
246	0.8530864198	0.04925006124
247	0.8530864198	0.04918608614
248	0.8530864198	0.04914904851
249	0.8530864198	0.04911793785
250	0.8530864198	0.04910717471
251	0.8530864198	0.04902914894
252	0.8530864198	0.04900563015
253	0.8530864198	0.04899691167
254	0.8530864198	0.04896939363
255	0.8530864198	0.04891796765
256	0.8530864198	0.04889333834
257	0.8530864198	0.0488419902
258	0.8530864198	0.04878683127
259	0.8530864198	0.04874144694
260	0.8530864198	0.0487414464
261	0.8530864198	0.04869970195
262	0.8530864198	0.04866509689
263	0.8537939543	0.04860156576
264	0.8537939543	0.04857908297
265	0.8537939543	0.04853957534
266	0.8537939543	0.04851563984
267	0.8530864198	0.04845697184
268	0.8530864198	0.04842162142
269	0.8530864198	0.048391039
270	0.8530864198	0.04835956291
271	0.8530864198	0.04833855669
272	0.8530864198	0.04832402055
273	0.8530864198	0.04832401737
274	0.8530864198	0.04832401493
275	0.8530864198	0.04829846677
276	0.8530864198	0.04825745191
277	0.8530864198	0.0482218606
278	0.8530864198	0.04820358318
279	0.8530864198	0.04817405936
280	0.8530864198	0.0481340279
281	0.8530864198	0.04810382168
282	0.8530864198	0.0480565351
283	0.8537939543	0.04796766816
284	0.8537939543	0.04793993744
285	0.8537939543	0.04790081817
286	0.8537939543	0.04786185686
287	0.8537939543	0.04786117428
288	0.8537939543	0.04786117423
289	0.8537939543	0.04783436807
290	0.8537939543	0.04780189914
291	0.8537939543	0.04780189889
292	0.8537939543	0.04777517331
293	0.8537939543	0.04776297884
294	0.8537939543	0.047717535
295	0.8537939543	0.0476734583
296	0.8537939543	0.04764021868
297	0.8537939543	0.04762550492
298	0.8537939543	0.04756648904
299	0.8537939543	0.04753636491
300	0.8537939543	0.04750959799
301	0.8537939543	0.04750959775
302	0.8537939543	0.04750663558
303	0.8543209877	0.0474894439
304	0.8543209877	0.04748944382
305	0.8543209877	0.04748881112
306	0.8550277606	0.0474373698
307	0.8550277606	0.04739677227
308	0.8557336621	0.0473737907
309	0.8557336621	0.04734476358
310	0.8557336621	0.04734123414
311	0.8557336621	0.04733541319
312	0.8557336621	0.04733541305
313	0.8557336621	0.04721303444
314	0.8557336621	0.04720162167
315	0.8557336621	0.04720162167
316	0.8557336621	0.04718401284
317	0.8557336621	0.0471681757
318	0.8557336621	0.04714919345
319	0.8562615669	0.04711172505
320	0.8562615669	0.04709189155
321	0.8569667078	0.04706870184
322	0.8569667078	0.04706553108
323	0.8569667078	0.04703506329
324	0.8569667078	0.04701116141
325	0.8569667078	0.04700165415
326	0.8569667078	0.0469766206
327	0.8569667078	0.04697657698
328	0.8569667078	0.04692729503
329	0.8569667078	0.04692729502
330	0.8569667078	0.04688284995
331	0.8569667078	0.04685702942
332	0.8569667078	0.04682405482
333	0.8569667078	0.04682001148
334	0.8569667078	0.04682001146
335	0.8569667078	0.04679255185
336	0.8569667078	0.04677903642
337	0.8569667078	0.0467714075
338	0.8569667078	0.0467577708
339	0.8569667078	0.04673887684
340	0.8569667078	0.04673410548
341	0.8569667078	0.0466947065
342	0.8576709797	0.04664642325
343	0.8576709797	0.04661028093
344	0.8576709797	0.0465823315
345	0.8576709797	0.04653773706
346	0.8576709797	0.04653141507
347	0.8576709797	0.04651898094
348	0.8576709797	0.0464963157
349	0.8576709797	0.04647273435
350	0.8576709797	0.04645751806
351	0.8576709797	0.04642885988
352	0.8576709797	0.04640596534
353	0.8576709797	0.04640596518
354	0.8576709797	0.04636151891
355	0.8576709797	0.04635314305
356	0.8576709797	0.04633651708
357	0.8576709797	0.04633630757
358	0.8587291795	0.04631103217
359	0.8587291795	0.04630401873
360	0.8587291795	0.04629976107
361	0.859432799	0.04625636987
362	0.8589032656	0.0462185399
363	0.8589032656	0.04620318338
364	0.8589032656	0.04616989824
365	0.859432799	0.04616607755
366	0.859432799	0.04614059781
367	0.859432799	0.04612304775
368	0.8599629858	0.04609106405
369	0.8599629858	0.04606305142
370	0.8599629858	0.04606259519
371	0.8599629858	0.04602911485
372	0.8599629858	0.04601898464
373	0.8599629858	0.04599889031
374	0.8599629858	0.04598553974
375	0.8599629858	0.04598198071
376	0.8599629858	0.04595582668
377	0.8599629858	0.04595579542
378	0.8606658446	0.04591858881
379	0.8606658446	0.04590484609
380	0.8606658446	0.04587409068
381	0.8611967921	0.04582611146
382	0.8611967921	0.04578309527
383	0.8606658446	0.04576323921
384	0.8611967921	0.04575544711
385	0.8606658446	0.04572596251
386	0.8618988903	0.04565818616
387	0.8618988903	0.04563749843
388	0.8626001232	0.04559768162
389	0.8626001232	0.04559759844
390	0.8626001232	0.04559759836
391	0.8618988903	0.04556866672
392	0.8618988903	0.04552837649
393	0.8613678373	0.04550559492
394	0.8620689655	0.04544905001
395	0.8620689655	0.0454490498
396	0.8620689655	0.04543835614
397	0.8633004926	0.04542242933
398	0.8633004926	0.0453990417
399	0.8627692308	0.045381375
400	0.8634686347	0.04534804429
401	0.8634686347	0.04534484941
402	0.8634686347	0.04534484917
403	0.8627692308	0.04529524255
404	0.8634686347	0.04528719924
405	0.8613678373	0.0452630815
406	0.8613678373	0.04522573952
407	0.8613678373	0.0452153129
408	0.8627692308	0.04518539684
409	0.8627692308	0.04515705869
410	0.8627692308	0.04514559812
411	0.8627692308	0.04514420706
412	0.8627692308	0.04514420696
413	0.8627692308	0.04512730872
414	0.8627692308	0.04509003492
415	0.8634686347	0.04506259732
416	0.8634686347	0.04504550445
417	0.8633004926	0.04502188026
418	0.8633004926	0.04499765201
419	0.864	0.04497052246
420	0.8645320197	0.04493635409
421	0.8645320197	0.0449363537
422	0.8645320197	0.04490028054
423	0.8645320197	0.04489929254
424	0.8645320197	0.04487699674
425	0.8645320197	0.04484711967
426	0.8645320197	0.04483163448
427	0.8645320197	0.0448140729
428	0.8645320197	0.04476396101
429	0.8645320197	0.04476069024
430	0.8645320197	0.04471274574
431	0.8645320197	0.04468396413
432	0.8645320197	0.04467424154
433	0.8645320197	0.04464265303
434	0.8645320197	0.04462463564
435	0.8645320197	0.04460750363
436	0.8645320197	0.04460750293
437	0.8645320197	0.04458496844
438	0.8645320197	0.04457675691
439	0.8645320197	0.0445364039
440	0.8645320197	0.04453608124
441	0.8645320197	0.044505138
442	0.8645320197	0.04449633368
443	0.8645320197	0.04446901686
444	0.8645320197	0.04446041966
445	0.865064695	0.04444486446
446	0.865064695	0.0444033009
447	0.865064695	0.04440136079
448	0.865064695	0.04436489544
449	0.8661320173	0.04434296775
450	0.8661320173	0.0443303585
451	0.8661320173	0.04432770451
452	0.8661320173	0.04430799086
453	0.8668310727	0.04426725899
454	0.8668310727	0.04424085782
455	0.8668310727	0.04420775331
456	0.8668310727	0.04420775307
457	0.8668310727	0.04420343537
458	0.8668310727	0.04418526725
459	0.8668310727	0.04416160705
460	0.8668310727	0.04415306909
461	0.8668310727	0.04413769079
462	0.8673658236	0.04409965323
463	0.8673658236	0.04407832431
464	0.8673658236	0.04406997902
465	0.8673658236	0.04406146036
466	0.8673658236	0.04403991818
467	0.8673658236	0.04403297045
468	0.8673658236	0.04403267754
469	0.8680641184	0.04401870241
470	0.8680641184	0.04401870239
471	0.8680641184	0.04400120702
472	0.8680641184	0.04397009661
473	0.8680641184	0.04394247512
474	0.8680641184	0.04392911039
475	0.8673658236	0.04392292905
476	0.8680641184	0.04391328565
477	0.8680641184	0.0438936257
478	0.8680641184	0.04386419519
479	0.8680641184	0.04385435672
480	0.8680641184	0.04383966304
481	0.8680641184	0.04383966174
482	0.8680641184	0.04379330156
483	0.8680641184	0.04377764584
484	0.8680641184	0.04373855491
485	0.8685996299	0.04371802099
486	0.8685996299	0.04371502832
487	0.8685996299	0.04366514139
488	0.8685996299	0.04365413066
489	0.8685996299	0.04364028293
490	0.8685996299	0.04361430519
491	0.8685996299	0.04359601498
492	0.8691358025	0.04358912155
493	0.8691358025	0.04356687615
494	0.8691358025	0.04354967809
495	0.8691358025	0.04353727403
496	0.8691358025	0.04352910467
497	0.8691358025	0.04352866151
498	0.8696726374	0.04348245896
499	0.870210136	0.04344786219
500	0.870210136	0.04343300144
501	0.870210136	0.04343273866
502	0.870210136	0.04340918736
503	0.870210136	0.04339748503
504	0.870210136	0.0433971427
505	0.870210136	0.04339170795
506	0.870210136	0.04337324616
507	0.870210136	0.04334927773
508	0.870210136	0.04333883239
509	0.870210136	0.04331573554
510	0.870210136	0.04330591701
511	0.8696726374	0.043272051
512	0.8696726374	0.0432580327
513	0.8696726374	0.04324944441
514	0.8696726374	0.04320790781
515	0.8696726374	0.0432079073
516	0.8696726374	0.04320432159
517	0.8696726374	0.04316454375
518	0.8707482993	0.04311844795
519	0.8707482993	0.04310524802
520	0.8707482993	0.04309546559
521	0.8707482993	0.04308152187
522	0.8707482993	0.04306982247
523	0.870210136	0.04304087203
524	0.870210136	0.04302945014
525	0.8707482993	0.04300542486
526	0.870210136	0.0429992266
527	0.870210136	0.04296742545
528	0.870210136	0.04295796533
529	0.870210136	0.04294474943
530	0.870210136	0.04291881679
531	0.870210136	0.04289212921
532	0.870210136	0.04287692102
533	0.870210136	0.04285729609
534	0.870210136	0.0428354587
535	0.870210136	0.0428163052
536	0.870210136	0.04278830115
537	0.870210136	0.04277567815
538	0.870210136	0.04276696139
539	0.870210136	0.0427547683
540	0.870210136	0.04269279387
541	0.870210136	0.04267677233
542	0.870210136	0.04267286329
543	0.870210136	0.04266966216
544	0.870210136	0.04266954536
545	0.870210136	0.04263308222
546	0.870210136	0.04262908708
547	0.870210136	0.04262708972
548	0.870210136	0.04262204221
549	0.870210136	0.04260153825
550	0.870210136	0.04256184953
551	0.870210136	0.04255665293
552	0.870210136	0.04255477562
553	0.870210136	0.04252948902
554	0.870210136	0.04250478711
555	0.870210136	0.04249323864
556	0.870210136	0.04249323825
557	0.870210136	0.04247522123
558	0.870210136	0.04246514213
559	0.870210136	0.04245960616
560	0.870210136	0.04244277789
561	0.870210136	0.04241940368
562	0.870210136	0.04238119352
563	0.870210136	0.04237155922
564	0.870210136	0.04235748224
565	0.870210136	0.04234381387
566	0.870210136	0.04232228547
567	0.8709079679	0.04229814841
568	0.8714462299	0.04228050185
569	0.8714462299	0.04226472957
570	0.8714462299	0.04224672573
571	0.8714462299	0.04223860811
572	0.8719851577	0.0422235408
573	0.8719851577	0.04222168954
574	0.8714462299	0.04217676679
575	0.8725247525	0.04214492259
576	0.8725247525	0.04214275319
577	0.8725247525	0.04212277504
578	0.8725247525	0.04210503545
579	0.8725247525	0.04209591864
580	0.8725247525	0.04208750227
581	0.8725247525	0.0420579772
582	0.8725247525	0.04203229127
583	0.8725247525	0.04202455903
584	0.8725247525	0.04201108141
585	0.8730650155	0.04195520694
586	0.8730650155	0.04192670778
587	0.8730650155	0.04191889563
588	0.8730650155	0.04190888579
589	0.8730650155	0.0418956741
590	0.8730650155	0.04187136898
591	0.8730650155	0.04186651148
592	0.8730650155	0.04186651145
593	0.8730650155	0.04184555433
594	0.8730650155	0.04178139199
595	0.873605948	0.04175454916
596	0.873605948	0.04173562484
597	0.873605948	0.04172709771
598	0.873605948	0.04170552099
599	0.873605948	0.04168584072
600	0.873605948	0.04167472105
601	0.8741475511	0.04163096063
602	0.8741475511	0.0416213052
603	0.8741475511	0.04160454429
604	0.8741475511	0.04156068495
605	0.8741475511	0.04153829946
606	0.8741475511	0.04152731817
607	0.8741475511	0.04150433369
608	0.8741475511	0.0414784522
609	0.8741475511	0.04147574755
610	0.8741475511	0.04147547947
611	0.8741475511	0.04146098623
612	0.8746898263	0.0414395258
613	0.8752327747	0.04140994378
614	0.8752327747	0.04140943407
615	0.8752327747	0.04139812255
616	0.8752327747	0.04139319329
617	0.8752327747	0.04137325493
618	0.8757763975	0.04134513318
619	0.8757763975	0.04134513317
620	0.8757763975	0.04134343645
621	0.8757763975	0.04132205343
622	0.8757763975	0.04130041205
623	0.8757763975	0.04127391647
624	0.8757763975	0.04126761163
625	0.8757763975	0.04126445783
626	0.8757763975	0.04124437325
627	0.8757763975	0.04123291004
628	0.8757763975	0.04122875836
629	0.8757763975	0.04119428236
630	0.8757763975	0.0411927066
631	0.8757763975	0.04118221048
632	0.8757763975	0.04112596445
633	0.8763206961	0.04110320523
634	0.8768656716	0.04106312813
635	0.8768656716	0.04103876648
636	0.8768656716	0.04103474062
637	0.8768656716	0.04102228777
638	0.8768656716	0.04101575302
639	0.8768656716	0.04101297592
640	0.8768656716	0.04100666057
641	0.8768656716	0.04099960353
642	0.8768656716	0.04099232704
643	0.8768656716	0.04097270727
644	0.8768656716	0.04095503225
645	0.8768656716	0.0409279213
646	0.8768656716	0.04092710289
647	0.8768656716	0.04091905505
648	0.8768656716	0.04090122277
649	0.8768656716	0.04089693139
650	0.8768656716	0.04087098732
651	0.8768656716	0.04085211244
652	0.8774113255	0.04083006271
653	0.8774113255	0.04081292345
654	0.8774113255	0.04078218842
655	0.8774113255	0.04075822359
656	0.8774113255	0.04075055715
657	0.8774113255	0.04073640897
658	0.8781094527	0.04071186946
659	0.8781094527	0.04068309632
660	0.8781094527	0.04068309632
661	0.8781094527	0.04068046869
662	0.8781094527	0.04066295573
663	0.8781094527	0.0406506999
664	0.8781094527	0.04064045931
665	0.8781094527	0.04063276094
666	0.8781094527	0.040624196
667	0.8781094527	0.04060336054
668	0.8788067122	0.04056202015
669	0.8788067122	0.04054664892
670	0.8795031056	0.04050739036
671	0.8795031056	0.04049882205
672	0.8795031056	0.0404865789
673	0.8795031056	0.04045834177
674	0.8795031056	0.04044140365
675	0.8795031056	0.04043549039
676	0.8800497203	0.04037614127
677	0.8800497203	0.04036686629
678	0.8795031056	0.04034433766
679	0.8795031056	0.04034338629
680	0.8805970149	0.04030831466
681	0.8805970149	0.04030695047
682	0.8805970149	0.04028403398
683	0.8812927284	0.04026204348
684	0.8819875776	0.04023975733
685	0.8819875776	0.04022513272
686	0.8819875776	0.04020375713
687	0.8819875776	0.0401945855
688	0.8819875776	0.04016907625
689	0.8819875776	0.04015747359
690	0.8819875776	0.04015221241
691	0.8830845771	0.04010700179
692	0.8830845771	0.04010557956
693	0.8830845771	0.04010285331
694	0.8830845771	0.04008665548
695	0.8836341008	0.04006935507
696	0.8836341008	0.0400506905
697	0.8836341008	0.04003777474
698	0.8836341008	0.04003777474
699	0.8836341008	0.04000580677
700	0.8836341008	0.03998448534
701	0.8836341008	0.03997488112
702	0.8836341008	0.03995469972
703	0.8843283582	0.03993994857
704	0.8843283582	0.03992435372
705	0.8850217526	0.03990468342
706	0.8857142857	0.03987596104
707	0.8857142857	0.03987333754
708	0.8857142857	0.03986073809
709	0.886405959	0.03985968418
710	0.886405959	0.03983167952
711	0.8869565217	0.03982267055
712	0.8869565217	0.03982267055
713	0.8869565217	0.03981247165
714	0.8875077688	0.03978907916
715	0.8875077688	0.03978811616
716	0.8875077688	0.03975718481
717	0.8868159204	0.03973212052
718	0.8879202989	0.03968175912
719	0.8884735202	0.03967346774
720	0.8884735202	0.03963182231
721	0.8891656289	0.03962404646
722	0.8891656289	0.03962021424
723	0.8891656289	0.03961145652
724	0.8891656289	0.03960474471
725	0.8891656289	0.03959541891
726	0.8891656289	0.03958352239
727	0.8891656289	0.03957330399
728	0.8891656289	0.03955757544
729	0.8891656289	0.03955457417
730	0.8891656289	0.03954719373
731	0.8891656289	0.03954671871
732	0.8891656289	0.03953575244
733	0.8891656289	0.03950024384
734	0.8891656289	0.03947779476
735	0.8891656289	0.03947568064
736	0.8891656289	0.03943736658
737	0.8891656289	0.03942259508
738	0.8898568762	0.03939843733
739	0.8898568762	0.03939843732
740	0.8898568762	0.03938221546
741	0.8898568762	0.03938221546
742	0.8898568762	0.03936416144
743	0.8898568762	0.03934949145
744	0.8898568762	0.03932748018
745	0.8898568762	0.0393125014
746	0.8905472637	0.03929062739
747	0.891236793	0.03925861863
748	0.891236793	0.03923920646
749	0.8905472637	0.03922971599
750	0.8905472637	0.0392138209
751	0.8905472637	0.0391987328
752	0.8905472637	0.0391817547
753	0.8905472637	0.03917940492
754	0.891236793	0.03915314109
755	0.891236793	0.03913152741
756	0.891236793	0.03912060748
757	0.8917910448	0.03910459576
758	0.8917910448	0.03910100022
759	0.8917910448	0.03909135875
760	0.8917910448	0.0390770224
761	0.8917910448	0.03906856976
762	0.8917910448	0.03906856975
763	0.8917910448	0.03905122307
764	0.8923459863	0.03904677094
765	0.8923459863	0.03898432823
766	0.8923459863	0.03898207543
767	0.8923459863	0.03896498797
768	0.8923459863	0.03894473664
769	0.8923459863	0.03891272553
770	0.8923459863	0.03889283975
771	0.8923459863	0.03889169367
772	0.8929016189	0.03886857019
773	0.8929016189	0.03885658429
774	0.8929016189	0.03884695231
775	0.8929016189	0.03884025453
776	0.8929016189	0.03883082649
777	0.8929016189	0.03881083454
778	0.8929016189	0.03880000674
779	0.8935905414	0.03876754233
780	0.8929016189	0.03875774008
781	0.892211838	0.03873505485
782	0.892211838	0.03873301475
783	0.892211838	0.03869319408
784	0.892211838	0.03869015204
785	0.892211838	0.03867185382
786	0.892211838	0.03866200179
787	0.8929016189	0.03862790943
788	0.8929016189	0.03861841835
789	0.8929016189	0.0386156428
790	0.8934579439	0.03859242521
791	0.8934579439	0.03857504187
792	0.8934579439	0.03856555032
793	0.8940149626	0.03854879398
794	0.8940149626	0.03853861199
795	0.8940149626	0.03853048835
796	0.8940149626	0.03853048822
797	0.8940149626	0.03851932909
798	0.8940149626	0.03850881471
799	0.8940149626	0.03849733748
800	0.8940149626	0.03849285808
801	0.8940149626	0.03847687448
802	0.8940149626	0.03843077223
803	0.8940149626	0.03842091411
804	0.8940149626	0.03841677791
805	0.8940149626	0.03839124391
806	0.8940149626	0.03839076017
807	0.8940149626	0.03835625747
808	0.8940149626	0.03832851383
809	0.8940149626	0.03830669896
810	0.8940149626	0.03828859769
811	0.8940149626	0.03826918701
812	0.8940149626	0.03826356658
813	0.8940149626	0.03824841435
814	0.8940149626	0.03824017238
815	0.8940149626	0.0382328531
816	0.8945726762	0.03822815049
817	0.8945726762	0.03821121797
818	0.8945726762	0.03816662378
819	0.8945726762	0.03816654465
820	0.8945726762	0.03815367393
821	0.8945726762	0.03814831946
822	0.8945726762	0.03811847772
823	0.8951310861	0.03810960429
824	0.8951310861	0.03809603337
825	0.8951310861	0.03808632254
826	0.8951310861	0.03805536527
827	0.8951310861	0.03803165867
828	0.8951310861	0.03802973489
829	0.8951310861	0.03802032174
830	0.8951310861	0.03801614078
831	0.8951310861	0.03798466299
832	0.8951310861	0.03797059684
833	0.8951310861	0.03796569744
834	0.8951310861	0.03796046656
835	0.8951310861	0.03795490119
836	0.8951310861	0.03793807381
837	0.8951310861	0.03793166135
838	0.8951310861	0.03792659294
839	0.8951310861	0.03790375989
840	0.8951310861	0.03789006875
841	0.8956901936	0.03786296429
842	0.8956901936	0.0378409161
843	0.8956901936	0.03783189461
844	0.8956901936	0.03782400565
845	0.8956901936	0.0378045299
846	0.8956901936	0.03779686594
847	0.8956901936	0.0377900256
848	0.8956901936	0.03777986772
849	0.89625	0.03776766089
850	0.89625	0.03773348546
851	0.89625	0.03772356747
852	0.89625	0.03771369919
853	0.89625	0.03769905478
854	0.89625	0.03769335163
855	0.89625	0.03768948769
856	0.8968105066	0.03766865826
857	0.8968105066	0.03765868185
858	0.8968105066	0.03762076324
859	0.8968105066	0.0375891726
860	0.8968105066	0.03757936292
861	0.8968105066	0.03756357499
862	0.8968105066	0.0375367449
863	0.8968105066	0.03752718247
864	0.8968105066	0.03751166959
865	0.8968105066	0.03748203487
866	0.8975	0.03746325428
867	0.8975	0.03744919717
868	0.8975	0.03743107394
869	0.8975	0.03742327955
870	0.8968105066	0.03740793845
871	0.8968105066	0.03740674141
872	0.8975	0.03739241461
873	0.8975	0.03736660844
874	0.8975	0.03734309583
875	0.8975	0.03733004988
876	0.8975	0.03732998569
877	0.8981886321	0.03731730239
878	0.8981886321	0.03730343534
879	0.8975	0.03728843356
880	0.8981886321	0.03727342874
881	0.8975	0.03725519968
882	0.8975	0.03724501213
883	0.8975	0.03723422035
